web-scraper-order,web-scraper-start-url,categories,categories-href,show_all,show_all-href,title,pagination,pagination-href
"1547145107-534","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","2 OCCHIALI DA SOLE REFLEXXVISION UV 400 UOMO MODELLO UDINE COLORI ASSORTITI","",""
"1547145211-1033","https://www.trovaprezzi.it/categorie.aspx","Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici.aspx","Vedi tutte le offerte in Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici_1.aspx","","14","https://www.trovaprezzi.it/prezzi_pneumatici_14.aspx"
"1547145092-479","https://www.trovaprezzi.it/categorie.aspx","Bracciali","https://www.trovaprezzi.it/prezzi_bracciali.aspx","Vedi tutte le offerte in Bracciali","https://www.trovaprezzi.it/prezzi_bracciali_1.aspx","","20","https://www.trovaprezzi.it/prezzi_bracciali_20.aspx"
"1547145232-1159","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","","20","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_20.aspx"
"1547145227-1110","https://www.trovaprezzi.it/categorie.aspx","Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo.aspx","Vedi tutte le offerte in Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo_1.aspx","","11","https://www.trovaprezzi.it/prezzi_prodotti-corpo_11.aspx"
"1547145136-680","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","","Successive","https://www.trovaprezzi.it/prezzi_gps_21.aspx"
"1547145262-1387","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","","8","https://www.trovaprezzi.it/prezzi_biciclette-accessori_8.aspx"
"1547145302-1610","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","i-INN TABLET I.INN PRO 9/TABLET I.INN PRO 9","",""
"1547145246-1258","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","BLOW Dashcam Blow BLO (1280 x 720; 1 77 ; microUSB) [BLO]","",""
"1547145198-966","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","fillikid Buggy Traveller verde","",""
"1547145167-834","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","","15","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_15.aspx"
"1547145092-468","https://www.trovaprezzi.it/categorie.aspx","Bracciali","https://www.trovaprezzi.it/prezzi_bracciali.aspx","Vedi tutte le offerte in Bracciali","https://www.trovaprezzi.it/prezzi_bracciali_1.aspx","","9","https://www.trovaprezzi.it/prezzi_bracciali_9.aspx"
"1547145154-736","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","TRIXIE PICKNICKS SALSICCE MANZO 8 GR.","",""
"1547145258-1339","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","BOLERO Powdered Drinks Classic - preparato per bevanda istantanea in bustina da 9g - GUARANA","",""
"1547145154-731","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","TRIXIE PICKNICKS SALSICCE AGNELLO 8 GR.","",""
"1547145258-1333","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","BOLERO Powdered Drinks Classic - preparato per bevanda istantanea in bustina da 9g - BANANA","",""
"1547145179-887","https://www.trovaprezzi.it/categorie.aspx","Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli.aspx","Vedi tutte le offerte in Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli_1.aspx","Ghegin CREATIVE ELASTICI COLLANA ASS. CREATIVE ELASTICI COLLANA ASS.","",""
"1547145302-1612","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","i-INN I INN TABLET SPOCK M87V","",""
"1547145292-1538","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","Tester misuratore di tensione corrente elettrica cercafase voltmetro","",""
"1547145292-1558","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","","19","https://www.trovaprezzi.it/prezzi_elettroutensili_19.aspx"
"1547145323-1764","https://www.trovaprezzi.it/categorie.aspx","Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori.aspx","Vedi tutte le offerte in Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_1.aspx","ELECTROLUX Congelatore tipo armadio a traino EUN1101AOW","",""
"1547145162-781","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","2","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_2.aspx"
"1547145123-593","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","","14","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_14.aspx"
"1547145167-806","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","Lexibook Fotocamera Digitale Giocattolo Lexibook Disney Planes 5 megapixels LE-DJ134PL","",""
"1547145154-754","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","","15","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_15.aspx"
"1547145198-991","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","","12","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_12.aspx"
"1547145292-1539","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","Beta Prolunghe Tonde Corte Per 1547","",""
"1547145277-1446","https://www.trovaprezzi.it/categorie.aspx","Cellulari","https://www.trovaprezzi.it/prezzi_cellulari.aspx","Vedi tutte le offerte in Cellulari","https://www.trovaprezzi.it/prezzi_cellulari_1.aspx","LINDY Cavo AV e ricarica per iPhone e iPod, 1,5m","",""
"1547145175-850","https://www.trovaprezzi.it/categorie.aspx","Console Giochi","https://www.trovaprezzi.it/prezzi_console.aspx","Vedi tutte le offerte in Console Giochi","https://www.trovaprezzi.it/prezzi_console_1.aspx","Millennium Computer scacchi Millennium Mains Adaptor for ChessGenius [M811]","",""
"1547145211-1037","https://www.trovaprezzi.it/categorie.aspx","Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici.aspx","Vedi tutte le offerte in Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici_1.aspx","","18","https://www.trovaprezzi.it/prezzi_pneumatici_18.aspx"
"1547145096-495","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","Banda in vinile Les Georgettes. Inserto di colore Viola Traslucido che veste l'anello di 12mm di larghezza","",""
"1547145246-1243","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","OEM Mini Treppiede universale portatile da tavolo per Action Cam","",""
"1547145075-422","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","","3","https://www.trovaprezzi.it/prezzi_strumenti-musicali_3.aspx"
"1547145314-1705","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","","6","https://www.trovaprezzi.it/prezzi_forni-microonde_6.aspx"
"1547145302-1608","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","i-INN TABLET KIRK3S I-INN CON NORTON ANTIVIRUS","",""
"1547145167-816","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","Lexibook DJ024DC Fotocamera compatta 1.3MP CMOS Rosso compact camera","",""
"1547145092-465","https://www.trovaprezzi.it/categorie.aspx","Bracciali","https://www.trovaprezzi.it/prezzi_bracciali.aspx","Vedi tutte le offerte in Bracciali","https://www.trovaprezzi.it/prezzi_bracciali_1.aspx","","6","https://www.trovaprezzi.it/prezzi_bracciali_6.aspx"
"1547145140-707","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","8","https://www.trovaprezzi.it/prezzi_orologi-polso_8.aspx"
"1547145190-926","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","Lorelli Seggiolino auto Easy 15-36 Kg","",""
"1547145236-1171","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","ARKOFARM srl LECCA LECCA VIT C 1PZ ARKO","",""
"1547145246-1273","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","","14","https://www.trovaprezzi.it/prezzi_videocamere-digitali_14.aspx"
"1547145277-1451","https://www.trovaprezzi.it/categorie.aspx","Cellulari","https://www.trovaprezzi.it/prezzi_cellulari.aspx","Vedi tutte le offerte in Cellulari","https://www.trovaprezzi.it/prezzi_cellulari_1.aspx","BULLTEK Power Bank Bulltek Y1E 2600MAH Yell","",""
"1547145107-526","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","MAST INDUSTRIA ITALIANA Srl SOLUZIONE MULTIUSO 100ML","",""
"1547145242-1213","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","Trevi sb8310 tv soundbar bluetooth potenza 15 watt colore nero, grigio","",""
"1547145167-837","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","","18","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_18.aspx"
"1547145323-1782","https://www.trovaprezzi.it/categorie.aspx","Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori.aspx","Vedi tutte le offerte in Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_1.aspx","","3","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_3.aspx"
"1547145314-1701","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","","2","https://www.trovaprezzi.it/prezzi_forni-microonde_2.aspx"
"1547145136-668","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","","9","https://www.trovaprezzi.it/prezzi_gps_9.aspx"
"1547145198-979","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","Lorelli Passeggino Light","",""
"1547145250-1286","https://www.trovaprezzi.it/categorie.aspx","Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma.aspx","Vedi tutte le offerte in Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma_1.aspx","Trevi TVC LED 16 12V SAT T2 HEVC NERO - LTV1601SAT","",""
"1547145179-901","https://www.trovaprezzi.it/categorie.aspx","Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli.aspx","Vedi tutte le offerte in Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli_1.aspx","","2","https://www.trovaprezzi.it/prezzi_giocattoli_2.aspx"
"1547145292-1536","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","VALEX Attacco a Baionetta per tubo a due pezzi Valex","",""
"1547145227-1108","https://www.trovaprezzi.it/categorie.aspx","Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo.aspx","Vedi tutte le offerte in Prodotti per il Corpo","https://www.trovaprezzi.it/prezzi_prodotti-corpo_1.aspx","","9","https://www.trovaprezzi.it/prezzi_prodotti-corpo_9.aspx"
"1547145136-657","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","LINK Tracciatore GPS portatile","",""
"1547145319-1727","https://www.trovaprezzi.it/categorie.aspx","Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici.aspx","Vedi tutte le offerte in Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_1.aspx","Dcg Asciugabiancheria portatile DCG SB8326","",""
"1547145179-897","https://www.trovaprezzi.it/categorie.aspx","Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli.aspx","Vedi tutte le offerte in Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli_1.aspx","Dulcop Bolle di sapone Vaiana disney oceania festa party","",""
"1547145292-1545","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","","6","https://www.trovaprezzi.it/prezzi_elettroutensili_6.aspx"
"1547145307-1680","https://www.trovaprezzi.it/categorie.aspx","Notebook","https://www.trovaprezzi.it/prezzi_notebook.aspx","Vedi tutte le offerte in Notebook","https://www.trovaprezzi.it/prezzi_notebook_1.aspx","","Successive","https://www.trovaprezzi.it/prezzi_notebook_21.aspx"
"1547145211-1026","https://www.trovaprezzi.it/categorie.aspx","Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici.aspx","Vedi tutte le offerte in Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici_1.aspx","","7","https://www.trovaprezzi.it/prezzi_pneumatici_7.aspx"
"1547145075-407","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","Eko Chitarre M30B","",""
"1547145075-416","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","LATIN PERCUSSION LPR010-GP RhythMix Chick-Itas - Grape mini maracas","",""
"1547145314-1682","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","MXD - FORNO ELETTRICO 10 LITRI 650 WATT","",""
"1547145096-513","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","","14","https://www.trovaprezzi.it/prezzi_anelli_14.aspx"
"1547145092-453","https://www.trovaprezzi.it/categorie.aspx","Bracciali","https://www.trovaprezzi.it/prezzi_bracciali.aspx","Vedi tutte le offerte in Bracciali","https://www.trovaprezzi.it/prezzi_bracciali_1.aspx","Desigual Bracciale Desigual Marrone - PULS ASHA - 18SAGO85","",""
"1547145128-616","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","Mezza Bottiglia Rosatello Prima Cuvée Ruffino 375ml - Vini","",""
"1547145307-1648","https://www.trovaprezzi.it/categorie.aspx","Notebook","https://www.trovaprezzi.it/prezzi_notebook.aspx","Vedi tutte le offerte in Notebook","https://www.trovaprezzi.it/prezzi_notebook_1.aspx","Mediacom Notebook Mediacom SmartBook 144S1 Atom x5 Z8350 4GB 120GB 14 WIN10","",""
"1547145075-410","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","Bontempi 30 1332 - Armonica a 12 Note NANDIDA.com","",""
"1547145123-600","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","","Successive","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_21.aspx"
"1547145236-1161","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","MEDA PHARMA SpA Probiodem 14bust","",""
"1547145242-1201","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","Trust Trust Ventola usb Ventu da tav 22585 red","",""
"1547145128-613","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","VINO75 Cavatappi 56 Murano doppia leva manico plastica BI-materiale ABS+Gomma + scatolina di cartone 56 colore nero con chiusura ad incastro con stampa a caldo 1 lato colore argento LOGO+VINO75.COM","",""
"1547145162-784","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","5","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_5.aspx"
"1547145314-1696","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","ARIETE 980","",""
"1547145128-601","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","Bottle TEST","",""
"1547145175-864","https://www.trovaprezzi.it/categorie.aspx","Console Giochi","https://www.trovaprezzi.it/prezzi_console.aspx","Vedi tutte le offerte in Console Giochi","https://www.trovaprezzi.it/prezzi_console_1.aspx","","5","https://www.trovaprezzi.it/prezzi_console_5.aspx"
"1547145190-945","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","","6","https://www.trovaprezzi.it/prezzi_seggiolini-auto_6.aspx"
"1547145292-1549","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","","10","https://www.trovaprezzi.it/prezzi_elettroutensili_10.aspx"
"1547145232-1134","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","DOVE DEO ROLL-ON BEA-PERA.ML50","",""
"1547145277-1474","https://www.trovaprezzi.it/categorie.aspx","Cellulari","https://www.trovaprezzi.it/prezzi_cellulari.aspx","Vedi tutte le offerte in Cellulari","https://www.trovaprezzi.it/prezzi_cellulari_1.aspx","","15","https://www.trovaprezzi.it/prezzi_cellulari_15.aspx"
"1547145175-880","https://www.trovaprezzi.it/categorie.aspx","Console Giochi","https://www.trovaprezzi.it/prezzi_console.aspx","Vedi tutte le offerte in Console Giochi","https://www.trovaprezzi.it/prezzi_console_1.aspx","","Successive","https://www.trovaprezzi.it/prezzi_console_21.aspx"
"1547145323-1794","https://www.trovaprezzi.it/categorie.aspx","Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori.aspx","Vedi tutte le offerte in Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_1.aspx","","15","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_15.aspx"
"1547145123-586","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","","7","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_7.aspx"
"1547145262-1374","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","Wishbone Design Sticker Camo per Wishbone Bike Recycled, accessorio colorato per personalizzare la tua bicicletta","",""
"1547145262-1389","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","","10","https://www.trovaprezzi.it/prezzi_biciclette-accessori_10.aspx"
"1547145092-451","https://www.trovaprezzi.it/categorie.aspx","Bracciali","https://www.trovaprezzi.it/prezzi_bracciali.aspx","Vedi tutte le offerte in Bracciali","https://www.trovaprezzi.it/prezzi_bracciali_1.aspx","Banda reversibile in cuoio Les Georgettes inserto di colore Paillettes nere/Rosso che veste il bracciale di 8mm di larghezza","",""
"1547145075-411","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","MEINL Eggs Shaker Ovetti colorati","",""
